Order Reference,Placed On,Customer Name,Status,Currency,Item Name,Qty,Total Amount,GST,Sales Channel,Notes
WB-105991,2026-03-05T11:04:40Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,74865.00,5710.04,Phone order,Web order - Steel tiffin carrier
WB-106014,2026-03-05T10:41:00Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,47484.00,3621.66,Marketplace,Web order - Trolley bag 24 inch
WB-106268,2026-03-05T13:43:29Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,80720.08,6156.62,Marketplace,Web order - Rubber foot mat
WB-106304,2026-03-05T19:38:08Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,64409.66,4912.60,Mobile app,Web order - Copper water bottle
WB-106330,2026-03-05T14:07:13Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,42745.00,3260.21,Web,Web order - Steel tiffin carrier
WB-106472,2026-03-05T13:56:46Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,67087.39,5116.83,Marketplace,Web order - Trolley bag 24 inch
WB-106500,2026-03-05T11:15:08Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,45702.25,3485.76,Marketplace,Web order - Rubber foot mat
WB-106551,2026-03-05T20:10:46Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,52628.00,4014.00,Mobile app,Web order - Trolley bag 24 inch
WB-106709,2026-03-05T18:44:33Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,60058.00,4580.69,Phone order,Web order - Coir door mat
WB-106768,2026-03-05T08:35:13Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,76936.00,5868.00,Phone order,Web order - Mixer jar spare
WB-106892,2026-03-05T12:24:26Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,29690.00,2264.49,Web,Web order - Steel tiffin carrier
WB-106918,2026-03-05T15:29:06Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,52958.00,4039.17,Marketplace,Web order - Rubber foot mat
WB-106943,2026-03-05T20:24:27Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,71576.03,5459.19,Web,Web order - Mixer jar spare
WB-107012,2026-03-05T17:54:57Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,13204.73,1007.14,Mobile app,Web order - Copper water bottle
WB-107257,2026-03-05T16:14:22Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,75685.26,5772.60,Marketplace,Web order - Copper water bottle
WB-107471,2026-03-05T13:30:33Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,21025.00,1603.60,Phone order,Web order - Mixer jar spare
WB-107476,2026-03-05T12:49:13Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,57586.00,4392.15,Mobile app,Web order - Trolley bag 24 inch
WB-107853,2026-03-05T15:20:06Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,23231.00,1771.86,Phone order,Web order - Coir door mat
WB-108198,2026-03-05T08:23:40Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,34424.40,2625.59,Mobile app,Web order - Rubber foot mat
WB-108283,2026-03-05T14:09:00Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,18144.00,1383.86,Phone order,Web order - Coir door mat
WB-108446,2026-03-05T08:37:21Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,29457.64,2246.77,Mobile app,Web order - Trolley bag 24 inch
WB-108491,2026-03-05T10:01:06Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,35381.00,2698.55,Phone order,Web order - Mixer jar spare
WB-108503,2026-03-05T16:41:00Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,4779.00,364.50,Web,Web order - Mixer jar spare
WB-108949,2026-03-05T08:36:37Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,61523.31,4692.46,Phone order,Web order - Steel tiffin carrier
WB-109030,2026-03-05T17:13:40Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,16023.00,1222.09,Mobile app,Web order - Copper water bottle
WB-109257,2026-03-05T18:46:02Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,88146.06,6723.00,Mobile app,Web order - Rubber foot mat
WB-109398,2026-03-05T10:35:13Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,51781.00,3949.40,Web,Web order - Coir door mat
WB-109544,2026-03-05T17:46:39Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,75806.39,5781.84,Web,Web order - Coir door mat
WB-109643,2026-03-05T14:07:13Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,41107.00,3135.28,Marketplace,Web order - Copper water bottle
WB-109765,2026-03-05T14:38:46Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,22937.00,1749.43,Web,Web order - Mixer jar spare
WB-109931,2026-03-05T15:39:49Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,35877.28,2736.40,Phone order,Web order - Coir door mat
WB-104125,2026-03-06T20:18:41Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,84063.03,6411.59,Mobile app,Web order - Rubber foot mat
WB-104691,2026-03-06T14:15:26Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,64898.00,4949.85,Phone order,Web order - Coir door mat
WB-104750,2026-03-06T12:02:29Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,16107.29,1228.52,Marketplace,Web order - Trolley bag 24 inch
WB-105054,2026-03-06T10:15:26Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,36584.00,2790.31,Marketplace,Web order - Rubber foot mat
WB-105096,2026-03-06T20:47:06Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,76844.00,5860.98,Mobile app,Web order - Trolley bag 24 inch
WB-105148,2026-03-06T10:28:03Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,58059.10,4428.24,Phone order,Web order - Steel tiffin carrier
WB-105313,2026-03-06T20:36:40Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,91920.00,7010.85,Web,Web order - Mixer jar spare
WB-105535,2026-03-06T17:23:00Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,22545.00,1719.53,Phone order,Web order - Coir door mat
WB-105579,2026-03-06T14:04:00Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,62775.00,4787.92,Mobile app,Web order - Copper water bottle
WB-105692,2026-03-06T15:21:51Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,57831.93,4410.91,Phone order,Web order - Mixer jar spare
WB-105780,2026-03-06T11:46:23Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,67772.50,5169.09,Web,Web order - Mixer jar spare
WB-105872,2026-03-06T16:48:29Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,67515.29,5149.47,Mobile app,Web order - Trolley bag 24 inch
WB-105899,2026-03-06T13:23:00Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,79407.00,6056.47,Phone order,Web order - Mixer jar spare
WB-106313,2026-03-06T19:20:26Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,23426.00,1786.73,Marketplace,Web order - Trolley bag 24 inch
WB-106658,2026-03-06T08:55:00Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,50364.00,3841.32,Phone order,Web order - Steel tiffin carrier
WB-106825,2026-03-06T13:50:20Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,59154.00,4511.75,Web,Web order - Coir door mat
WB-107057,2026-03-06T09:47:06Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,29576.00,2255.80,Phone order,Web order - Coir door mat
WB-107136,2026-03-06T15:30:13Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,19075.00,1454.87,Mobile app,Web order - Rubber foot mat
WB-107202,2026-03-06T20:43:29Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,56594.67,4316.54,Marketplace,Web order - Trolley bag 24 inch
WB-107285,2026-03-06T08:45:15Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,42710.86,3257.61,Mobile app,Web order - Trolley bag 24 inch
WB-107404,2026-03-06T16:33:25Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,15986.57,1219.31,Marketplace,Web order - Copper water bottle
WB-107527,2026-03-06T19:51:22Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,46588.26,3553.34,Mobile app,Web order - Copper water bottle
WB-107572,2026-03-06T15:16:53Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,21967.00,1675.45,Phone order,Web order - Mixer jar spare
WB-107585,2026-03-06T19:16:50Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,32333.12,2466.09,Marketplace,Web order - Copper water bottle
WB-107728,2026-03-06T16:10:46Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,16124.00,1229.80,Marketplace,Web order - Trolley bag 24 inch
WB-107804,2026-03-06T15:47:04Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,36736.34,2801.92,Mobile app,Web order - Rubber foot mat
WB-108079,2026-03-06T10:12:53Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,36412.00,2777.19,Web,Web order - Steel tiffin carrier
WB-108212,2026-03-06T12:49:33Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,4078.00,311.03,Web,Web order - Coir door mat
WB-108383,2026-03-06T20:47:46Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,5045.00,384.79,Web,Web order - Steel tiffin carrier
WB-108413,2026-03-06T15:28:05Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,52466.56,4001.69,Marketplace,Web order - Rubber foot mat
WB-108547,2026-03-06T11:00:02Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,8260.28,630.02,Web,Web order - Mixer jar spare
WB-108561,2026-03-06T18:55:00Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,9765.00,744.79,Web,Web order - Steel tiffin carrier
WB-108743,2026-03-06T10:46:00Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,61002.00,4652.69,Mobile app,Web order - Rubber foot mat
WB-108956,2026-03-06T10:43:46Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,40901.00,3119.57,Marketplace,Web order - Rubber foot mat
WB-109029,2026-03-06T17:00:40Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,20280.00,1546.78,Web,Web order - Coir door mat
WB-109195,2026-03-06T10:23:00Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,44541.00,3397.19,Marketplace,Web order - Copper water bottle
WB-109303,2026-03-06T20:44:33Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,90103.61,6872.31,Mobile app,Web order - Copper water bottle
WB-109509,2026-03-06T08:38:46Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,39434.00,3007.68,Web,Web order - Mixer jar spare
WB-109744,2026-03-06T17:05:22Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,45209.46,3448.18,Phone order,Web order - Steel tiffin carrier
WB-104266,2026-03-07T17:24:05Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,47700.16,3638.15,Marketplace,Web order - Copper water bottle
WB-104295,2026-03-07T08:34:07Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,38349.23,2924.94,Web,Web order - Mixer jar spare
WB-104483,2026-03-07T19:53:33Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,19351.01,1475.92,Mobile app,Web order - Rubber foot mat
WB-104778,2026-03-07T19:12:53Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,8916.99,680.11,Phone order,Web order - Mixer jar spare
WB-105183,2026-03-07T17:46:39Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,65814.58,5019.76,Phone order,Web order - Coir door mat
WB-105359,2026-03-07T15:07:30Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,74319.32,5668.42,Marketplace,Web order - Rubber foot mat
WB-105568,2026-03-07T17:20:46Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,24884.60,1897.98,Phone order,Web order - Steel tiffin carrier
WB-105572,2026-03-07T18:35:55Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,12367.66,943.30,Marketplace,Web order - Rubber foot mat
WB-105783,2026-03-07T17:46:20Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,10887.00,830.36,Mobile app,Web order - Copper water bottle
WB-105890,2026-03-07T12:24:06Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,14402.00,1098.46,Marketplace,Web order - Trolley bag 24 inch
WB-105966,2026-03-07T18:10:06Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,64406.00,4912.32,Phone order,Web order - Coir door mat
WB-106149,2026-03-07T20:33:46Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,19949.00,1521.53,Phone order,Web order - Steel tiffin carrier
WB-106201,2026-03-07T19:46:00Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,18765.00,1431.23,Phone order,Web order - Mixer jar spare
WB-106291,2026-03-07T19:27:17Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,62957.33,4801.83,Web,Web order - Mixer jar spare
WB-106292,2026-03-07T17:52:06Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,80300.00,6124.58,Mobile app,Web order - Copper water bottle
WB-106334,2026-03-07T14:12:13Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,87385.00,6664.96,Marketplace,Web order - Copper water bottle
WB-106348,2026-03-07T12:25:10Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,68385.92,5215.88,Mobile app,Web order - Copper water bottle
WB-106431,2026-03-07T11:36:20Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,84471.00,6442.70,Marketplace,Web order - Trolley bag 24 inch
WB-106910,2026-03-07T13:06:46Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,40631.00,3098.97,Mobile app,Web order - Rubber foot mat
WB-107023,2026-03-07T11:20:50Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,31974.90,2438.76,Web,Web order - Steel tiffin carrier
WB-107062,2026-03-07T20:24:06Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,61202.00,4667.95,Phone order,Web order - Steel tiffin carrier
WB-107234,2026-03-07T20:18:00Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,35469.00,2705.26,Marketplace,Web order - Trolley bag 24 inch
WB-108016,2026-03-07T20:52:47Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,3657.22,278.94,Mobile app,Web order - Rubber foot mat
WB-108051,2026-03-07T14:24:26Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,65959.99,5030.85,Phone order,Web order - Mixer jar spare
WB-108186,2026-03-07T14:32:39Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,57318.59,4371.76,Web,Web order - Steel tiffin carrier
WB-108372,2026-03-07T17:33:06Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,42959.00,3276.53,Phone order,Web order - Coir door mat
WB-108567,2026-03-07T17:36:40Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,69339.00,5288.57,Web,Web order - Steel tiffin carrier
WB-108585,2026-03-07T12:09:20Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,72182.42,5505.44,Marketplace,Web order - Copper water bottle
WB-108821,2026-03-07T15:13:16Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,65435.90,4990.87,Mobile app,Web order - Trolley bag 24 inch
WB-108933,2026-03-07T10:41:00Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,82701.00,6307.70,Mobile app,Web order - Trolley bag 24 inch
WB-109479,2026-03-07T12:58:53Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,13057.00,995.87,Mobile app,Web order - Trolley bag 24 inch
WB-109553,2026-03-07T13:06:06Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,62471.00,4764.74,Web,Web order - Coir door mat
WB-109629,2026-03-07T11:20:06Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,9659.00,736.70,Marketplace,Web order - Copper water bottle
WB-109635,2026-03-07T17:32:40Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,20604.00,1571.49,Web,Web order - Mixer jar spare
WB-109638,2026-03-07T20:04:40Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,5109.61,389.72,Marketplace,Web order - Rubber foot mat
WB-109720,2026-03-07T19:33:44Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,14871.12,1134.24,Phone order,Web order - Steel tiffin carrier
WB-109763,2026-03-07T15:03:13Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,42331.00,3228.64,Web,Web order - Coir door mat
WB-109779,2026-03-07T09:53:13Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,25825.00,1969.70,Web,Web order - Coir door mat
WB-104098,2026-03-08T12:19:23Z,Kalanjali Crafts Pvt Ltd,PAID,INR,Mixer jar spare,3,59415.10,4531.66,Phone order,Web order - Mixer jar spare
WB-104119,2026-03-08T16:15:06Z,Ambar Cold Rooms Pvt Ltd,PAID,INR,Coir door mat,1,90794.00,6924.97,Web,Web order - Coir door mat
WB-104172,2026-03-08T10:09:00Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,87291.00,6657.79,Phone order,Web order - Mixer jar spare
WB-104457,2026-03-08T18:39:12Z,Shubhankar Electricals LLP,PAID,INR,Steel tiffin carrier,3,43209.37,3295.63,Phone order,Web order - Steel tiffin carrier
WB-104493,2026-03-08T10:29:46Z,Sohrab Auto Spares LLP,PAID,INR,Copper water bottle,4,14036.00,1070.54,Marketplace,Web order - Copper water bottle
WB-104611,2026-03-08T16:21:53Z,Chandravat Metals Private Limited,PAID,INR,Copper water bottle,4,34900.00,2661.86,Marketplace,Web order - Copper water bottle
WB-104615,2026-03-08T13:53:33Z,Prithvi Seeds and Feeds Pvt Ltd,PAID,INR,Copper water bottle,4,21925.00,1672.25,Marketplace,Web order - Copper water bottle
WB-104648,2026-03-08T12:24:26Z,Neelkanth Ceramics Pvt Ltd,PAID,INR,Steel tiffin carrier,3,57536.00,4388.34,Phone order,Web order - Steel tiffin carrier
WB-104665,2026-03-08T11:24:06Z,Meghdoot Packaging LLP,PAID,INR,Mixer jar spare,3,37919.00,2892.13,Phone order,Web order - Mixer jar spare
WB-104669,2026-03-08T15:20:46Z,Rukmini Provisions Private Limited,PAID,INR,Trolley bag 24 inch,4,45617.00,3479.26,Marketplace,Web order - Trolley bag 24 inch
WB-104914,2026-03-08T11:40:13Z,Ekansh Glassworks Private Limited,PAID,INR,Trolley bag 24 inch,2,91741.00,6997.19,Mobile app,Web order - Trolley bag 24 inch
WB-105134,2026-03-08T10:51:42Z,Madhuban Nurseries Pvt Ltd,PAID,INR,Coir door mat,3,81345.07,6204.28,Phone order,Web order - Coir door mat
WB-105655,2026-03-08T13:43:06Z,Devgiri Paints LLP,PAID,INR,Rubber foot mat,2,69761.00,5320.75,Mobile app,Web order - Rubber foot mat
WB-105736,2026-03-08T10:18:40Z,Utsav Bakers LLP,PAID,INR,Trolley bag 24 inch,4,17373.00,1325.06,Marketplace,Web order - Trolley bag 24 inch
WB-105911,2026-03-08T08:11:09Z,Nirvaan Agro Mills Pvt Ltd,PAID,INR,Coir door mat,3,76761.29,5854.67,Phone order,Web order - Coir door mat
WB-106088,2026-03-08T12:04:20Z,Anokhi Kitchenware Pvt Ltd,PAID,INR,Mixer jar spare,1,45069.00,3437.47,Web,Web order - Mixer jar spare
WB-106184,2026-03-08T13:23:43Z,Naaz Fabrics Private Limited,PAID,INR,Copper water bottle,2,13926.10,1062.16,Mobile app,Web order - Copper water bottle
WB-106224,2026-03-08T14:06:08Z,Vindhya Plastics Private Limited,PAID,INR,Rubber foot mat,2,59850.24,4564.85,Mobile app,Web order - Rubber foot mat
WB-106265,2026-03-08T18:29:28Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,12132.84,925.39,Mobile app,Web order - Trolley bag 24 inch
WB-106760,2026-03-08T18:13:00Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,19260.00,1468.98,Web,Web order - Coir door mat
WB-106836,2026-03-08T19:12:32Z,Bhoomi Tiles and Sanitary LLP,PAID,INR,Rubber foot mat,4,18690.37,1425.54,Marketplace,Web order - Rubber foot mat
WB-106843,2026-03-08T12:46:40Z,Vaayu Organics Private Limited,PAID,INR,Trolley bag 24 inch,4,23835.00,1817.92,Marketplace,Web order - Trolley bag 24 inch
WB-106922,2026-03-08T09:33:25Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,7188.16,548.25,Marketplace,Web order - Rubber foot mat
WB-107181,2026-03-08T16:58:33Z,Sanchit Hardware Depot Pvt Ltd,PAID,INR,Mixer jar spare,3,16255.00,1239.79,Phone order,Web order - Mixer jar spare
WB-107350,2026-03-08T19:26:16Z,Chirag Battery House Pvt Ltd,PAID,INR,Steel tiffin carrier,3,91622.30,6988.14,Phone order,Web order - Steel tiffin carrier
WB-107406,2026-03-08T20:49:16Z,Jashan Sports Goods Pvt Ltd,PAID,INR,Steel tiffin carrier,1,44926.69,3426.61,Web,Web order - Steel tiffin carrier
WB-107521,2026-03-08T17:46:20Z,Ranjeet Timber Depot Pvt Ltd,PAID,INR,Coir door mat,1,65596.22,5003.10,Web,Web order - Coir door mat
WB-107633,2026-03-08T14:02:31Z,Kaveri Rubber Works Pvt Ltd,PAID,INR,Steel tiffin carrier,1,30755.74,2345.78,Web,Web order - Steel tiffin carrier
WB-107679,2026-03-08T19:00:40Z,Sitara Packaging Solutions Pvt Ltd,PAID,INR,Coir door mat,1,70473.00,5375.06,Web,Web order - Coir door mat
WB-108127,2026-03-08T09:29:48Z,Yamini Home Needs Pvt Ltd,PAID,INR,Mixer jar spare,1,57372.86,4375.90,Web,Web order - Mixer jar spare
WB-108725,2026-03-08T15:31:57Z,Girnar Pipes and Fittings Pvt Ltd,PAID,INR,Mixer jar spare,1,70874.93,5405.72,Web,Web order - Mixer jar spare
WB-108861,2026-03-08T17:20:06Z,Palashwood Interiors Pvt Ltd,PAID,INR,Steel tiffin carrier,1,83252.00,6349.73,Web,Web order - Steel tiffin carrier
WB-109242,2026-03-08T17:25:52Z,Tanmay Toolroom Private Limited,PAID,INR,Copper water bottle,2,15072.97,1149.63,Mobile app,Web order - Copper water bottle
WB-109349,2026-03-08T19:29:46Z,Marudhar Furnishings LLP,PAID,INR,Trolley bag 24 inch,2,65984.00,5032.68,Mobile app,Web order - Trolley bag 24 inch
WB-109442,2026-03-08T19:09:00Z,Kesari Handlooms Pvt Ltd,PAID,INR,Rubber foot mat,2,36864.00,2811.66,Mobile app,Web order - Rubber foot mat
WB-109511,2026-03-08T20:16:33Z,Ojas Lighting Private Limited,PAID,INR,Coir door mat,3,77323.60,5897.56,Phone order,Web order - Coir door mat
WB-109589,2026-03-08T20:36:20Z,Suvarna Weaves LLP,PAID,INR,Trolley bag 24 inch,2,15207.00,1159.86,Mobile app,Web order - Trolley bag 24 inch
WB-109823,2026-03-08T15:26:33Z,Barkat Stationers Private Limited,PAID,INR,Rubber foot mat,4,7904.79,602.91,Marketplace,Web order - Rubber foot mat
WB-109966,2026-03-08T15:29:06Z,Tarangini Prints LLP,PAID,INR,Copper water bottle,2,40345.40,3077.19,Mobile app,Web order - Copper water bottle
WB-104061,2026-03-09T13:13:19Z,Bhavani Steel Trading Pvt Ltd,PAID,INR,Rubber foot mat,4,47277.58,3605.92,Marketplace,Web order - Rubber foot mat
