Bill No,Bill Date,Store Code,Terminal Id,Customer Name,Item Name,Qty,Payment Mode,Bill Amount,Tax,Remarks
POS-305200,04/04/2026,PNQ-01,TID4517,Vindhya Plastics Private Limited,Hardware fittings,2,CARD,"9,924.00",756.92,Counter bill Hardware fittings
POS-305248,04/04/2026,BLR-02,TID4115,Sitara Packaging Solutions Pvt Ltd,Electrical wire roll,1,NETBANKING,811.00,61.86,Counter bill Electrical wire roll
POS-305250,04/04/2026,MYS-01,TID4026,Vaayu Organics Private Limited,Plumbing fittings,4,NETBANKING,"12,787.00",975.28,Counter bill Plumbing fittings
POS-305651,04/04/2026,BLR-02,TID4400,Chirag Battery House Pvt Ltd,Cleaning supplies,3,WALLET,"2,806.00",214.02,Counter bill Cleaning supplies
POS-300318,05/04/2026,HYD-01,TID4309,Prithvi Seeds and Feeds Pvt Ltd,Grocery basket,4,NETBANKING,"46,263.00","3,528.53",Counter bill Grocery basket
POS-300495,05/04/2026,PNQ-01,TID4540,Madhuban Nurseries Pvt Ltd,Battery pack AA,3,CARD,"47,884.00","3,652.17",Counter bill Battery pack AA
POS-300619,05/04/2026,BLR-02,TID4330,Meghdoot Packaging LLP,Measuring tape 5m,3,CARD,"21,216.00","1,618.17",Counter bill Measuring tape 5m
POS-300825,05/04/2026,HYD-01,TID4643,Ekansh Glassworks Private Limited,Sports kit,2,NETBANKING,"4,503.00",343.45,Counter bill Sports kit
POS-301131,05/04/2026,BLR-02,TID4890,Marudhar Furnishings LLP,Tarpaulin sheet,2,NETBANKING,"44,031.55","3,358.34",Counter bill Tarpaulin sheet
POS-301243,05/04/2026,MYS-01,TID4821,Yamini Home Needs Pvt Ltd,Bedding roll,1,CARD,"30,952.91","2,360.82",Counter bill Bedding roll
POS-301684,05/04/2026,MYS-01,TID4796,Barkat Stationers Private Limited,Storage crate,4,CARD,"18,172.46","1,386.04",Counter bill Storage crate
POS-302458,05/04/2026,HYD-01,TID4367,Utsav Bakers LLP,Plumbing fittings,4,UPI,"40,373.07","3,079.30",Counter bill Plumbing fittings
POS-303349,05/04/2026,HYD-01,TID4019,Kesari Handlooms Pvt Ltd,Fastener assortment,2,UPI,"44,233.00","3,373.70",Counter bill Fastener assortment
POS-303542,05/04/2026,BLR-02,TID4443,Ojas Lighting Private Limited,Cable tie pack,3,UPI,"15,701.87","1,197.60",Counter bill Cable tie pack
POS-303600,05/04/2026,PNQ-01,TID4335,Ranjeet Timber Depot Pvt Ltd,Electrical wire roll,1,UPI,"2,349.00",179.16,Counter bill Electrical wire roll
POS-303858,05/04/2026,PNQ-01,TID4729,Tarangini Prints LLP,Mop and bucket,2,UPI,"30,309.00","2,311.70",Counter bill Mop and bucket
POS-304141,05/04/2026,BLR-01,TID4830,Kalanjali Crafts Pvt Ltd,Paint tin 4L,3,WALLET,"37,310.00","2,845.68",Counter bill Paint tin 4L
POS-304728,05/04/2026,BLR-01,TID4572,Ambar Cold Rooms Pvt Ltd,Bulb pack of six,1,UPI,"35,505.48","2,708.05",Counter bill Bulb pack of six
POS-305088,05/04/2026,BLR-02,TID4309,Chandravat Metals Private Limited,Torch and cells,4,WALLET,"33,666.00","2,567.75",Counter bill Torch and cells
POS-305179,05/04/2026,MYS-01,TID4373,Bhoomi Tiles and Sanitary LLP,Crockery half set,4,UPI,"21,517.14","1,641.14",Counter bill Crockery half set
POS-305408,05/04/2026,BLR-01,TID4090,Palashwood Interiors Pvt Ltd,Adhesive carton,1,NETBANKING,"25,835.00","1,970.47",Counter bill Adhesive carton
POS-305479,05/04/2026,BLR-01,TID4859,Neelkanth Ceramics Pvt Ltd,Sponge pack,3,NETBANKING,"37,515.19","2,861.33",Counter bill Sponge pack
POS-305627,05/04/2026,MYS-01,TID4151,Naaz Fabrics Private Limited,Garden tool set,2,WALLET,"26,262.28","2,003.06",Counter bill Garden tool set
POS-300508,06/04/2026,MYS-01,TID4364,Devgiri Paints LLP,Hardware fittings,2,CARD,"15,152.35","1,155.69",Counter bill Hardware fittings
POS-301377,06/04/2026,PNQ-01,TID4487,Bhavani Steel Trading Pvt Ltd,Crockery half set,4,UPI,"22,309.21","1,701.55",Counter bill Crockery half set
POS-302014,06/04/2026,BLR-01,TID4520,Rukmini Provisions Private Limited,Plumbing fittings,4,CARD,"9,940.00",758.14,Counter bill Plumbing fittings
POS-302022,06/04/2026,MYS-01,TID4291,Girnar Pipes and Fittings Pvt Ltd,Ladder step 4ft,1,WALLET,"20,942.72","1,597.33",Counter bill Ladder step 4ft
POS-302179,06/04/2026,HYD-01,TID4216,Ambar Cold Rooms Pvt Ltd,Electrical wire roll,1,WALLET,"7,818.99",596.36,Counter bill Electrical wire roll
POS-302268,06/04/2026,PNQ-01,TID4221,Chandravat Metals Private Limited,Grocery basket,4,UPI,"14,149.71","1,079.22",Counter bill Grocery basket
POS-302757,06/04/2026,BLR-01,TID4376,Chirag Battery House Pvt Ltd,Sponge pack,3,NETBANKING,"46,735.00","3,564.53",Counter bill Sponge pack
POS-302777,06/04/2026,BLR-02,TID4446,Sanchit Hardware Depot Pvt Ltd,Paint tin 4L,3,WALLET,"9,426.92",719.00,Counter bill Paint tin 4L
POS-303029,06/04/2026,PNQ-01,TID4873,Suvarna Weaves LLP,Tarpaulin sheet,2,WALLET,"37,614.00","2,868.86",Counter bill Tarpaulin sheet
POS-304048,06/04/2026,MYS-01,TID4221,Vindhya Plastics Private Limited,Fastener assortment,2,NETBANKING,"7,847.00",598.50,Counter bill Fastener assortment
POS-304128,06/04/2026,BLR-01,TID4794,Sohrab Auto Spares LLP,Torch and cells,4,CARD,"37,060.23","2,826.63",Counter bill Torch and cells
POS-304438,06/04/2026,BLR-02,TID4383,Tanmay Toolroom Private Limited,Mop and bucket,2,WALLET,"46,786.00","3,568.42",Counter bill Mop and bucket
POS-304611,06/04/2026,BLR-02,TID4070,Sitara Packaging Solutions Pvt Ltd,Bulb pack of six,1,NETBANKING,"19,391.82","1,479.04",Counter bill Bulb pack of six
POS-304835,06/04/2026,BLR-01,TID4390,Anokhi Kitchenware Pvt Ltd,Bedding roll,1,WALLET,"9,030.77",688.79,Counter bill Bedding roll
POS-304943,06/04/2026,MYS-01,TID4621,Vaayu Organics Private Limited,Extension board,4,NETBANKING,"10,647.00",812.06,Counter bill Extension board
POS-305232,06/04/2026,HYD-01,TID4893,Jashan Sports Goods Pvt Ltd,Adhesive carton,1,UPI,"12,553.00",957.43,Counter bill Adhesive carton
POS-305254,06/04/2026,MYS-01,TID4291,Shubhankar Electricals LLP,Cleaning supplies,3,UPI,"39,837.20","3,038.43",Counter bill Cleaning supplies
POS-305396,06/04/2026,PNQ-01,TID4297,Marudhar Furnishings LLP,Sports kit,2,CARD,"46,184.14","3,522.52",Counter bill Sports kit
POS-305886,06/04/2026,BLR-02,TID4372,Nirvaan Agro Mills Pvt Ltd,Cable tie pack,3,WALLET,"21,506.00","1,640.29",Counter bill Cable tie pack
POS-301427,07/04/2026,PNQ-01,TID4262,Kalanjali Crafts Pvt Ltd,Measuring tape 5m,3,WALLET,"20,734.00","1,581.41",Counter bill Measuring tape 5m
POS-301843,07/04/2026,PNQ-01,TID4844,Palashwood Interiors Pvt Ltd,Stationery pack,1,UPI,"31,109.55","2,372.76",Counter bill Stationery pack
POS-301984,07/04/2026,HYD-01,TID4084,Utsav Bakers LLP,Extension board,4,CARD,"44,688.00","3,408.41",Counter bill Extension board
POS-302727,07/04/2026,PNQ-01,TID4789,Ojas Lighting Private Limited,Battery pack AA,3,CARD,"5,524.00",421.32,Counter bill Battery pack AA
POS-303031,07/04/2026,PNQ-01,TID4871,Tarangini Prints LLP,Garden tool set,2,NETBANKING,"6,099.58",465.22,Counter bill Garden tool set
POS-303244,07/04/2026,PNQ-01,TID4740,Madhuban Nurseries Pvt Ltd,Cable tie pack,3,CARD,"36,684.30","2,797.96",Counter bill Cable tie pack
POS-303269,07/04/2026,BLR-01,TID4117,Bhoomi Tiles and Sanitary LLP,Storage crate,4,CARD,"13,420.00","1,023.56",Counter bill Storage crate
POS-303422,07/04/2026,HYD-01,TID4561,Vaayu Organics Private Limited,Plumbing fittings,4,UPI,"3,933.00",299.97,Counter bill Plumbing fittings
POS-303516,07/04/2026,BLR-01,TID4487,Naaz Fabrics Private Limited,Mop and bucket,2,WALLET,"3,410.11",260.09,Counter bill Mop and bucket
POS-303706,07/04/2026,MYS-01,TID4645,Yamini Home Needs Pvt Ltd,Ladder step 4ft,1,UPI,"36,017.99","2,747.13",Counter bill Ladder step 4ft
POS-303739,07/04/2026,PNQ-01,TID4532,Barkat Stationers Private Limited,Crockery half set,4,UPI,"47,829.59","3,648.02",Counter bill Crockery half set
POS-303939,07/04/2026,BLR-01,TID4121,Ranjeet Timber Depot Pvt Ltd,Bulb pack of six,1,WALLET,"7,150.07",545.34,Counter bill Bulb pack of six
POS-304220,07/04/2026,HYD-01,TID4621,Prithvi Seeds and Feeds Pvt Ltd,Torch and cells,4,CARD,"29,548.00","2,253.66",Counter bill Torch and cells
POS-304250,07/04/2026,MYS-01,TID4178,Kesari Handlooms Pvt Ltd,Hardware fittings,2,CARD,"45,352.00","3,459.05",Counter bill Hardware fittings
POS-304269,07/04/2026,BLR-01,TID4287,Ekansh Glassworks Private Limited,Tarpaulin sheet,2,WALLET,"39,810.52","3,036.40",Counter bill Tarpaulin sheet
POS-304888,07/04/2026,BLR-01,TID4500,Neelkanth Ceramics Pvt Ltd,Cleaning supplies,3,UPI,"3,505.74",267.39,Counter bill Cleaning supplies
POS-305175,07/04/2026,PNQ-01,TID4158,Meghdoot Packaging LLP,Paint tin 4L,3,UPI,"13,709.45","1,045.64",Counter bill Paint tin 4L
POS-305353,07/04/2026,HYD-01,TID4759,Girnar Pipes and Fittings Pvt Ltd,Bedding roll,1,UPI,"43,113.00","3,288.28",Counter bill Bedding roll
POS-305939,07/04/2026,HYD-01,TID4172,Kaveri Rubber Works Pvt Ltd,Adhesive carton,1,CARD,"7,508.00",572.64,Counter bill Adhesive carton
POS-300354,08/04/2026,BLR-01,TID4381,Suvarna Weaves LLP,Sports kit,2,WALLET,"8,970.00",684.15,Counter bill Sports kit
POS-300734,08/04/2026,MYS-01,TID4189,Anokhi Kitchenware Pvt Ltd,Ladder step 4ft,1,NETBANKING,"32,827.00","2,503.75",Counter bill Ladder step 4ft
POS-300858,08/04/2026,HYD-01,TID4514,Nirvaan Agro Mills Pvt Ltd,Battery pack AA,3,NETBANKING,"35,103.85","2,677.41",Counter bill Battery pack AA
POS-301029,08/04/2026,PNQ-01,TID4792,Sitara Packaging Solutions Pvt Ltd,Electrical wire roll,1,UPI,"37,049.00","2,825.77",Counter bill Electrical wire roll
POS-301210,08/04/2026,PNQ-01,TID4529,Sohrab Auto Spares LLP,Grocery basket,4,UPI,"35,209.23","2,685.45",Counter bill Grocery basket
POS-301552,08/04/2026,BLR-02,TID4520,Bhavani Steel Trading Pvt Ltd,Storage crate,4,UPI,"47,741.04","3,641.27",Counter bill Storage crate
POS-301688,08/04/2026,MYS-01,TID4508,Marudhar Furnishings LLP,Tarpaulin sheet,2,UPI,"22,457.15","1,712.83",Counter bill Tarpaulin sheet
POS-301804,08/04/2026,BLR-02,TID4319,Vindhya Plastics Private Limited,Hardware fittings,2,CARD,"40,036.00","3,053.59",Counter bill Hardware fittings
POS-301859,08/04/2026,PNQ-01,TID4797,Sanchit Hardware Depot Pvt Ltd,Measuring tape 5m,3,CARD,"24,484.00","1,867.42",Counter bill Measuring tape 5m
POS-301863,08/04/2026,HYD-01,TID4059,Chirag Battery House Pvt Ltd,Cleaning supplies,3,WALLET,"31,918.46","2,434.46",Counter bill Cleaning supplies
POS-301922,08/04/2026,MYS-01,TID4631,Chandravat Metals Private Limited,Torch and cells,4,UPI,"17,017.00","1,297.91",Counter bill Torch and cells
POS-302027,08/04/2026,MYS-01,TID4796,Tanmay Toolroom Private Limited,Garden tool set,2,UPI,"30,777.00","2,347.40",Counter bill Garden tool set
POS-302396,08/04/2026,HYD-01,TID4209,Rukmini Provisions Private Limited,Extension board,4,CARD,"45,568.00","3,475.53",Counter bill Extension board
POS-303630,08/04/2026,MYS-01,TID4136,Shubhankar Electricals LLP,Sponge pack,3,UPI,"19,857.84","1,514.58",Counter bill Sponge pack
POS-303894,08/04/2026,BLR-02,TID4695,Jashan Sports Goods Pvt Ltd,Stationery pack,1,NETBANKING,"30,071.00","2,293.55",Counter bill Stationery pack
POS-304016,08/04/2026,BLR-02,TID4211,Ambar Cold Rooms Pvt Ltd,Bulb pack of six,1,UPI,"20,381.00","1,554.48",Counter bill Bulb pack of six
POS-304590,08/04/2026,BLR-01,TID4725,Bhoomi Tiles and Sanitary LLP,Crockery half set,4,CARD,"23,980.00","1,828.98",Counter bill Crockery half set
POS-304812,08/04/2026,HYD-01,TID4895,Kalanjali Crafts Pvt Ltd,Paint tin 4L,3,CARD,"12,568.92",958.65,Counter bill Paint tin 4L
POS-305384,08/04/2026,PNQ-01,TID4108,Palashwood Interiors Pvt Ltd,Adhesive carton,1,NETBANKING,"38,559.48","2,940.98",Counter bill Adhesive carton
POS-305916,08/04/2026,MYS-01,TID4200,Devgiri Paints LLP,Fastener assortment,2,WALLET,"39,202.00","2,989.98",Counter bill Fastener assortment
POS-300110,09/04/2026,PNQ-01,TID4128,Ojas Lighting Private Limited,Cable tie pack,3,NETBANKING,899.96,68.64,Counter bill Cable tie pack
POS-300573,09/04/2026,HYD-01,TID4034,Naaz Fabrics Private Limited,Garden tool set,2,WALLET,"44,338.93","3,381.78",Counter bill Garden tool set
POS-300887,09/04/2026,PNQ-01,TID4196,Sohrab Auto Spares LLP,Torch and cells,4,WALLET,"13,974.00","1,065.81",Counter bill Torch and cells
POS-301042,09/04/2026,BLR-01,TID4764,Neelkanth Ceramics Pvt Ltd,Sponge pack,3,WALLET,"43,150.00","3,291.10",Counter bill Sponge pack
POS-301139,09/04/2026,MYS-01,TID4838,Yamini Home Needs Pvt Ltd,Bedding roll,1,CARD,"37,372.29","2,850.43",Counter bill Bedding roll
POS-301228,09/04/2026,PNQ-01,TID4194,Madhuban Nurseries Pvt Ltd,Battery pack AA,3,NETBANKING,"32,859.00","2,506.19",Counter bill Battery pack AA
POS-301596,09/04/2026,HYD-01,TID4146,Ekansh Glassworks Private Limited,Sports kit,2,CARD,"7,328.00",558.92,Counter bill Sports kit
POS-303034,09/04/2026,MYS-01,TID4207,Utsav Bakers LLP,Plumbing fittings,4,CARD,"14,052.00","1,071.76",Counter bill Plumbing fittings
POS-303831,09/04/2026,BLR-02,TID4356,Kaveri Rubber Works Pvt Ltd,Stationery pack,1,CARD,"46,596.78","3,553.99",Counter bill Stationery pack
POS-303974,09/04/2026,PNQ-01,TID4294,Ranjeet Timber Depot Pvt Ltd,Electrical wire roll,1,CARD,"33,564.74","2,560.02",Counter bill Electrical wire roll
POS-304275,09/04/2026,BLR-01,TID4486,Devgiri Paints LLP,Hardware fittings,2,UPI,"3,405.71",259.76,Counter bill Hardware fittings
POS-304370,09/04/2026,BLR-02,TID4130,Kesari Handlooms Pvt Ltd,Fastener assortment,2,NETBANKING,"38,711.08","2,952.54",Counter bill Fastener assortment
POS-304532,09/04/2026,HYD-01,TID4101,Barkat Stationers Private Limited,Storage crate,4,CARD,"19,608.95","1,495.60",Counter bill Storage crate
POS-304799,09/04/2026,PNQ-01,TID4319,Meghdoot Packaging LLP,Measuring tape 5m,3,WALLET,"40,034.00","3,053.44",Counter bill Measuring tape 5m
POS-305066,09/04/2026,PNQ-01,TID4721,Girnar Pipes and Fittings Pvt Ltd,Ladder step 4ft,1,UPI,"36,549.00","2,787.64",Counter bill Ladder step 4ft
POS-305251,09/04/2026,MYS-01,TID4040,Tarangini Prints LLP,Mop and bucket,2,WALLET,"12,882.00",982.53,Counter bill Mop and bucket
POS-305335,09/04/2026,MYS-01,TID4747,Prithvi Seeds and Feeds Pvt Ltd,Grocery basket,4,CARD,"24,132.00","1,840.58",Counter bill Grocery basket
POS-305537,09/04/2026,BLR-02,TID4146,Shubhankar Electricals LLP,Cleaning supplies,3,WALLET,"19,926.00","1,519.78",Counter bill Cleaning supplies
POS-305993,09/04/2026,BLR-01,TID4729,Vaayu Organics Private Limited,Extension board,4,UPI,"24,005.31","1,830.91",Counter bill Extension board
POS-300616,10/04/2026,MYS-01,TID4180,Sanchit Hardware Depot Pvt Ltd,Paint tin 4L,3,WALLET,"32,762.08","2,498.80",Counter bill Paint tin 4L
POS-301041,10/04/2026,BLR-01,TID4165,Palashwood Interiors Pvt Ltd,Stationery pack,1,CARD,"38,960.00","2,971.53",Counter bill Stationery pack
POS-301675,10/04/2026,HYD-01,TID4491,Vindhya Plastics Private Limited,Fastener assortment,2,NETBANKING,"16,043.00","1,223.62",Counter bill Fastener assortment
POS-301872,10/04/2026,MYS-01,TID4448,Anokhi Kitchenware Pvt Ltd,Bedding roll,1,UPI,"47,237.59","3,602.87",Counter bill Bedding roll
POS-302109,10/04/2026,MYS-01,TID4558,Bhavani Steel Trading Pvt Ltd,Crockery half set,4,CARD,"29,112.00","2,220.41",Counter bill Crockery half set
POS-302211,10/04/2026,PNQ-01,TID4412,Sitara Packaging Solutions Pvt Ltd,Bulb pack of six,1,UPI,"28,089.00","2,142.38",Counter bill Bulb pack of six
POS-302243,10/04/2026,BLR-01,TID4312,Chirag Battery House Pvt Ltd,Sponge pack,3,UPI,"27,385.56","2,088.73",Counter bill Sponge pack
POS-302253,10/04/2026,BLR-01,TID4214,Tarangini Prints LLP,Garden tool set,2,CARD,"45,600.27","3,477.99",Counter bill Garden tool set
POS-302471,10/04/2026,BLR-02,TID4543,Nirvaan Agro Mills Pvt Ltd,Cable tie pack,3,UPI,"3,801.03",289.91,Counter bill Cable tie pack
POS-302491,10/04/2026,BLR-02,TID4275,Rukmini Provisions Private Limited,Plumbing fittings,4,WALLET,"27,126.74","2,068.99",Counter bill Plumbing fittings
POS-303157,10/04/2026,BLR-02,TID4205,Tanmay Toolroom Private Limited,Mop and bucket,2,UPI,"39,241.60","2,993.00",Counter bill Mop and bucket
POS-303265,10/04/2026,HYD-01,TID4484,Ambar Cold Rooms Pvt Ltd,Electrical wire roll,1,UPI,"3,393.66",258.84,Counter bill Electrical wire roll
POS-303342,10/04/2026,BLR-02,TID4435,Jashan Sports Goods Pvt Ltd,Adhesive carton,1,NETBANKING,"21,951.32","1,674.25",Counter bill Adhesive carton
POS-303462,10/04/2026,BLR-01,TID4529,Suvarna Weaves LLP,Tarpaulin sheet,2,UPI,"16,305.34","1,243.63",Counter bill Tarpaulin sheet
POS-303610,10/04/2026,MYS-01,TID4704,Marudhar Furnishings LLP,Sports kit,2,CARD,"23,832.00","1,817.69",Counter bill Sports kit
POS-303789,10/04/2026,PNQ-01,TID4849,Kalanjali Crafts Pvt Ltd,Measuring tape 5m,3,CARD,"24,844.97","1,894.96",Counter bill Measuring tape 5m
POS-304876,10/04/2026,MYS-01,TID4893,Bhoomi Tiles and Sanitary LLP,Storage crate,4,CARD,"44,052.25","3,359.92",Counter bill Storage crate
POS-305028,10/04/2026,HYD-01,TID4537,Ojas Lighting Private Limited,Battery pack AA,3,NETBANKING,"16,363.19","1,248.04",Counter bill Battery pack AA
POS-305172,10/04/2026,BLR-01,TID4512,Chandravat Metals Private Limited,Grocery basket,4,WALLET,"22,490.78","1,715.40",Counter bill Grocery basket
POS-303551,14/04/2026,BLR-01,TID4833,Utsav Bakers LLP,Crockery half set,1,NETBANKING,"18,435.00","1,406.06",Counter bill crockery half set
